,name,acronym,SJ0612,SJ0613,SJ0602,SJ0601,SJ0603,SJ0604,SJ0605,SJ0608,SJ0606,SJ0610,SJ0619,SJ0615,SJ0511,SJ0512,SJ0514,SJ0517,SJ0519,SJ0516,SJ0513,SJ0520,SJ0518,SJ0503,SJ0502
1025,"right Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-R,1144.137720281145,1450.54497300601,743.2005704390343,189.0597942344912,560.6600794540084,293.3686462259346,573.6986859529387,563.9197310787409,531.3232148314149,182.540490985026,2920.6478557604155,1091.9832942854232,17830.29438728736,14661.913008047264,15346.439849241113,13550.371804013446,14678.211266170929,17012.121829479474,21706.020169094427,21435.46908424162,5495.772639299174,7539.574208006519,3787.715187939289
1026,"right Anterior cingulate area, dorsal part, layer 5",ACAd5-R,1818.5810634182048,1509.07094682909,1706.488210383228,8.365138286192295,739.4782244993988,279.39561875882265,423.2759972813301,344.64369739112254,229.20478904166885,125.4770742928844,2849.166100277095,550.426099231453,22199.40398389711,16101.218173262929,17009.67219114341,13079.730224290272,12781.931301301824,16407.382234537567,20792.38772415957,22100.69535212004,7627.333089350133,11127.30694829299,10028.127777487322
1027,"right Anterior cingulate area, dorsal part, layer 6a",ACAd6a-R,1681.9560949491345,1067.9992860967338,2478.6721399250405,0.0,733.8925575584509,134.21381402819918,442.6200249866144,1187.9350348027842,294.1281456362663,108.51329644833126,2164.554702837765,719.614492236302,30232.37551311797,15517.40139211137,17236.48045689809,8249.866143137606,12710.333749776906,18167.410315902194,13698.375870069603,17090.844190612173,5748.349098697127,6013.921113689095,2721.3992504015705
1028,"right Anterior cingulate area, dorsal part, layer 6b",ACAd6b-R,721.8045112781955,160.40100250626566,2245.614035087719,0.0,160.40100250626566,160.40100250626566,481.203007518797,882.2055137844611,160.40100250626566,80.20050125313283,1684.2105263157894,160.40100250626566,21493.7343358396,9624.06015037594,11949.874686716792,3208.020050125313,6576.441102756892,16280.701754385964,3769.423558897243,14837.092731829573,3769.423558897243,6015.037593984962,1203.0075187969924
1029,"right Anterior cingulate area, ventral part",ACAv-R,1866.8969695407263,965.2096572526071,2446.02276389229,0.0,826.6154500573609,557.6766908570619,682.2464842289795,599.7499323270473,428.9820698900476,210.3662073499272,2691.037523041029,782.8922775493369,23861.30267211488,10745.175885226674,9001.198778019825,9441.730365176143,13767.024581394451,13835.496719473054,10951.417264981505,17671.586382912905,6278.812565256062,7237.422498356515,652.5477255442839
1030,"right Anterior cingulate area, ventral part, layer 1",ACAv1-R,417.7818395456623,660.0953064821463,463.73784189568505,0.0,413.6040211502056,2047.1310137737448,1090.4106012141783,1374.5022521052288,1102.9440564005483,409.426202754749,480.4491154775116,810.4967687185847,17847.64018539069,5677.65519942555,1554.1484431098636,10686.85945557804,10010.052875514068,3283.765258828905,5894.901755989294,5543.965010770938,3313.0099875971014,2523.4023108558,154.57928063189502
1031,"right Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-R,1126.5588638940271,962.3485888179486,725.5802852198818,0.0,576.645384569485,301.68864490721404,328.42055015215703,355.1524553971001,286.4132704815323,190.94218032102157,3406.4084969270243,1065.4573661913005,28309.08765439465,10906.61733993675,9692.225073095053,11005.907273703682,15386.120890267915,15076.79455814786,15722.179127632911,19796.88525568351,5132.525807029059,5762.63500208843,500.2685124410765
1032,"right Anterior cingulate area, ventral part, layer 5",ACAv5-R,2844.132221037446,1300.633506868218,3145.2047920717555,0.0,899.203412155805,150.53628551715488,596.1236906479332,297.05827008718563,218.77940161826507,88.31462083673085,3538.6062848899205,782.7886846892053,25970.51997741956,12709.276798594996,9710.59399109327,10511.447030044534,15015.492692717808,15637.709339522047,12833.720127955845,20994.7939534592,7528.821426331306,10168.22429906542,997.5537853603464
1033,"right Anterior cingulate area, ventral part, 6a",ACAv6a-R,2421.948912015137,599.9827986582953,5344.8008944697685,0.0,1464.1782059000602,165.13288036466844,941.25741807861,792.6378257504085,374.3011954932484,319.256902038359,2421.948912015137,456.8676356755827,22760.8153435968,12737.249505461425,15230.75599896792,4040.251139588888,13750.064505031392,20113.18482841661,7375.93532295519,21703.96490926292,8355.723746452222,7172.271437172099,616.4960866947622
1034,"right Anterior cingulate area, ventral part, 6b",ACAv6b-R,354.12474849094565,96.579476861167,4056.3380281690143,0.0,1223.3400402414486,64.38631790744466,386.317907444668,418.5110663983904,128.77263581488933,160.96579476861166,1674.0442655935617,96.579476861167,5311.871227364185,5279.678068410462,12748.490945674044,1094.5674044265593,9142.857142857143,19058.35010060362,418.5110663983904,16321.931589537224,6599.597585513078,9368.2092555332,450.7042253521127
1035,right Prelimbic area,PL-R,1062.3950394005942,969.7971838263792,2543.1339620204108,123.18821857641132,1346.8027386642552,761.4520087843948,1020.2299444516212,1107.867200620075,479.52460922361456,133.10941738793437,3603.875468285751,962.3562847177368,22827.85169874693,12647.874951556649,11730.990828058391,13653.223097790984,7769.952202557809,16268.285751194937,16577.496447487407,13043.069370882316,6036.222710244155,9812.065624596304,7242.475132411833
1036,"right Prelimbic area, layer 1",PL1-R,325.1801961479381,310.0555358619875,192.83941864587027,245.7757296466974,835.6374807987712,2453.9761313954864,1353.6570955925797,1913.269526172752,760.0141793690182,415.9281578636418,2302.7295285359805,676.8285477962897,20410.729055890348,15260.782228524164,4987.3567292922135,18909.60652250975,3542.9516719839303,4616.802552286424,10976.722202528656,7732.482571192249,2125.0147701760607,1875.457875457876,1856.552050100437
1037,"right Prelimbic area, layer 2/3",PL2/3-R,2019.957129130017,1239.4116342671298,1613.1273560499667,345.3322492423682,1211.0281617266612,260.1818316209624,837.3124399438244,496.7107694582009,491.98019070145614,37.84463005395816,5222.558947446227,1466.4794145908788,24925.4194692882,12271.121294995935,17011.161209254195,17356.493458496563,9626.727769975609,14480.301574395742,19915.736565895484,14210.65858526129,5785.497819498854,5742.922610688152,4295.365511124252
1038,"right Prelimbic area, layer 5",PL5-R,1401.3557811654623,1328.0290251742465,3428.025842589351,22.405397663982686,1735.3998917921135,356.4495082906337,1093.790776868973,991.9480602145062,480.6976226090831,77.40046465739474,4485.153241462716,1112.122465866777,26426.148117501038,14451.481493268831,14294.643709620954,13481.938830718307,9817.637885490596,21629.35616307565,19680.08656630916,17146.239775946025,8829.763533942269,13276.216543076289,9347.12453454696
